FOR;H;
S;34.87758369;0.0235323
;5.23397281;0.1767166
;1.18503342;0.7997511
S;0.32833943;1
S;0.11031918;1
P;0.718844;1
P;0.35;1
D;1.07506;1
FOR;He;
S;99.4613399;0.0265561
;14.9507524;0.1928164
;3.35324515;0.7806275
S;0.89096786;1
S;0.24892564;1
P;3.28221999;1
P;0.791723;1
D;1.88911999;1
FOR;;
